Name,Age,Occupation,Location,Salary
Kiesha Wintheiser Sr.,40,Manager,San Francisco,63238
Berenice Sauer CPA,21,Manager,Los Angeles,123763
Chi McClure,59,Designer,Los Angeles,149928
The Hon. Jenna O'Connell,41,Teacher,New York,102631
Noelle O'Hara,49,Teacher,Chicago,148380
Whitney Schroeder,52,Engineer,Chicago,101627
Alleen Prohaska,32,Engineer,Los Angeles,70617
Mr. Dewey Reilly,52,Manager,Chicago,142385
Josef Greenholt,43,Teacher,San Francisco,99534
Matthew Wintheiser,24,Manager,Chicago,102173
Kurt Block,56,Engineer,Los Angeles,124203
Parker Schmitt,55,Designer,Chicago,139672
Ardith Upton,20,Designer,Chicago,51213
Adele Heidenreich VM,45,Engineer,San Francisco,74705
Melia Pacocha,38,Engineer,Chicago,88194
Mitchel Littel,29,Engineer,Chicago,56978
Prof. Zora Keebler,43,Manager,New York,55037
Dudley Kirlin,60,Manager,Chicago,122587
Philomena Green,41,Teacher,New York,78652
Oscar Adams,57,Teacher,New York,95475
Ned Hahn,36,Engineer,New York,114935
Madge Nicolas,44,Teacher,San Francisco,69731
Gil Terry,44,Teacher,Los Angeles,133388
Reggie Lubowitz,57,Designer,San Francisco,53602
Randy Herman IV,53,Teacher,Chicago,85786
Fr. Gonzalo Cronin,27,Manager,New York,90091
Tandra Terry,52,Engineer,San Francisco,135755
Amb. Buena Considine,35,Teacher,Chicago,131389
Benny Kohler,57,Designer,San Francisco,50169
Junior Schmeler,35,Engineer,New York,145023
Waylon Nikolaus,59,Designer,Los Angeles,72346
Merrilee Windler,48,Manager,Chicago,127433
Sanford Abshire II,55,Engineer,New York,115118
Silas Donnelly,41,Designer,New York,133861
Kurt Gorczany,52,Manager,San Francisco,82195
Romelia Hartmann,43,Engineer,San Francisco,149121
Belle Windler Ret.,25,Designer,New York,116812
Evelin Larkin,39,Designer,Chicago,90074
Pearl Ledner V,29,Designer,New York,129302
Mose Legros,31,Teacher,Chicago,121644
Alvin Weimann,52,Manager,Chicago,71879
Mrs. Johnette Rodriguez,53,Engineer,San Francisco,54648
Leland Hermiston,25,Engineer,New York,56557
Jere Wyman,48,Manager,San Francisco,128435
Eloise Olson,40,Engineer,San Francisco,126339
Minh Green DO,53,Teacher,Los Angeles,70670
Jerrold Sporer Ret.,33,Manager,San Francisco,127731
Alden Walker,44,Engineer,Chicago,55379
Rodolfo Haag,37,Engineer,Chicago,101021
Giovanni King JD,47,Teacher,Chicago,132806
Freeman Kessler II,59,Designer,San Francisco,147132
Darwin Boyle,31,Engineer,Chicago,57429
Marla Romaguera V,38,Designer,New York,143656
Fr. Glenn Howe,22,Teacher,Los Angeles,64916
Mrs. Fritz Conn,45,Teacher,New York,139840
Phillip Feeney,38,Designer,New York,51786
Bryanna Price,50,Engineer,Los Angeles,61551
Eddy Feeney,37,Designer,New York,70281
Alissa Predovic CPA,54,Manager,Chicago,54078
Kenny Cole MD,53,Manager,Chicago,65122
Sal Bashirian PhD,50,Engineer,Los Angeles,71049
Fr. Matthew Halvorson,59,Engineer,Chicago,90713
Kristie Rippin I,49,Teacher,Los Angeles,56616
Rev. Charlott Pfeffer,43,Engineer,Chicago,70432
Clyde Labadie,51,Designer,Los Angeles,139045
Harvey Paucek,42,Teacher,Chicago,95974
Rev. Mitchel Smith,41,Teacher,Los Angeles,103889
Annabell Wilkinson,20,Engineer,New York,56245
Lupe Shanahan,54,Manager,New York,90746
Elvera Hand,56,Engineer,Chicago,148885
Gov. Thad Gerlach,34,Manager,Los Angeles,89996
Trenton Keebler,39,Designer,Los Angeles,61992
Lori O'Kon Esq.,55,Designer,Los Angeles,106124
Melisa Baumbach,59,Teacher,Chicago,141040
Kieth Monahan,43,Teacher,Los Angeles,67131
Garrett Zieme,40,Teacher,Los Angeles,120921
Huey Bednar,34,Designer,New York,128205
Dr. Margit Wuckert,36,Designer,Los Angeles,88411
Enda O'Connell,43,Designer,Los Angeles,138068
Scarlett Christiansen,20,Designer,San Francisco,69913
Pamella O'Reilly,36,Teacher,Chicago,88353
Jonathon Nikolaus,26,Engineer,San Francisco,100432
Msgr. Marget Heathcote,43,Designer,Los Angeles,75448
Ms. Ashanti Fritsch,38,Designer,New York,81144
Saul Skiles,40,Designer,San Francisco,62177
Jarrod Mueller,36,Manager,Chicago,65244
Ty Hansen,29,Engineer,Chicago,79146
Hollis Paucek,43,Engineer,New York,62745
Tamie Bechtelar,26,Designer,New York,94464
Lorri Reynolds,22,Manager,Chicago,148992
Amb. Lecia Schultz,51,Manager,Los Angeles,76527
Dwight Altenwerth,35,Teacher,New York,87593
Rep. Kourtney Rosenbaum,46,Teacher,Los Angeles,134689
Brooks Beier,31,Teacher,San Francisco,140314
Valentin Johns,50,Manager,Los Angeles,149040
Olive Wehner,30,Designer,New York,145140
Judson Schoen Jr.,56,Manager,Chicago,141769
Adelaide Kilback,30,Engineer,San Francisco,55996
Mohammad Gleason,55,Manager,San Francisco,66589
Orpha Kihn,20,Engineer,San Francisco,118785
Dessie Hoeger,20,Teacher,New York,127360
Valery Bednar,31,Designer,Chicago,121310
Larue Cruickshank DC,25,Manager,San Francisco,119039
Msgr. Annie Pfannerstill,59,Manager,San Francisco,149963
Leon Runte,47,Designer,New York,62129
Kathy Grimes,59,Manager,Los Angeles,120193
Ana Gerlach,23,Engineer,New York,143972
Huey Littel,36,Teacher,New York,71786
Johanna Ruecker LLD,54,Teacher,Chicago,130187
Leonel Schaefer,34,Designer,Los Angeles,111182
Jamey Yost,22,Engineer,New York,77392
Miss Filiberto Hand,59,Engineer,San Francisco,84329
Daysi Bode,44,Designer,Chicago,80061
Hong Koepp,59,Designer,Los Angeles,111778
Ezequiel Braun,51,Designer,Los Angeles,132059
Leif Kuhic,52,Teacher,Chicago,114632
Genie Greenholt,29,Engineer,New York,133530
Fr. Jasmin Howell,60,Designer,New York,83530
Reginia Hartmann,34,Teacher,Chicago,127977
Rene Brekke LLD,37,Designer,Los Angeles,55345
Ian Tremblay,35,Manager,New York,87148
Cammy Murphy Ret.,39,Designer,New York,116772
Yasmine Koelpin,51,Manager,New York,130606
Janey Gislason DVM,40,Engineer,Los Angeles,51835
Jacquetta Pfeffer,46,Teacher,Los Angeles,70318
Bobbie Abbott,34,Engineer,Los Angeles,59395
Dr. Earnest Skiles,47,Manager,San Francisco,107729
Josiah Treutel,49,Designer,Los Angeles,53264
Arnita Lowe,28,Manager,Chicago,97725
Dan Kunze,47,Manager,New York,94852
Venita Gerlach,35,Engineer,New York,105804
Jeffry Kemmer,35,Engineer,Chicago,140375
Dario Dibbert,26,Manager,Chicago,94935
Pres. Jimmie Thiel,20,Teacher,New York,85468
Fr. Enrique Deckow,32,Manager,Los Angeles,148888
Jay Gutkowski,31,Engineer,New York,90493
Elijah Hackett,36,Teacher,San Francisco,95293
Colby Beahan Jr.,30,Manager,San Francisco,149590
Anamaria Gleason,40,Manager,San Francisco,100557
Yer Gerhold,58,Engineer,Chicago,92303
Nelson Langworth,29,Engineer,Chicago,111769
Shizue Brown,52,Teacher,San Francisco,98677
Jewel Schinner,49,Manager,San Francisco,90934
Shantae Altenwerth,37,Engineer,Chicago,96659
Amb. Marcela Vandervort,37,Engineer,Los Angeles,102262
Felicita Grimes Jr.,33,Teacher,Los Angeles,107205
Romeo Smitham,40,Teacher,New York,61578
Mr. Brendan Reynolds,41,Designer,Chicago,85982
Manual Reynolds,54,Teacher,Los Angeles,80970
Kieth Wuckert,33,Engineer,Los Angeles,71905
Melony Hackett,41,Manager,Chicago,142844
Kristofer Hauck,37,Manager,San Francisco,117251
Mathew Parker,42,Designer,Chicago,126618
Nora Morar,40,Teacher,New York,101945
Ike Schultz,51,Designer,Chicago,81264
Dan Conn Ret.,40,Designer,New York,96702
Rep. Norberto Buckridge,35,Designer,Los Angeles,113540
Noble Johnston DVM,23,Manager,San Francisco,121777
Savannah Casper,28,Designer,New York,119047
Truman Langworth,56,Manager,Chicago,62335
Prof. Seema Shanahan,34,Teacher,San Francisco,87533
Lavon Kuhic,50,Engineer,Los Angeles,128747
Eliza Bogisich JD,41,Teacher,San Francisco,73498
Tyesha Connelly,38,Teacher,San Francisco,88365
Guadalupe Donnelly,54,Designer,New York,67009
Ellis Goodwin,53,Engineer,New York,110284
Delora Lemke Ret.,53,Manager,San Francisco,72339
Marcelina Bogisich,34,Designer,Los Angeles,65716
Autumn Jacobson,29,Teacher,San Francisco,135970
Mauro Rohan,48,Engineer,New York,79750
Hue Dare,49,Manager,Chicago,129246
Javier Bailey,53,Designer,New York,103029
Harrison McCullough,37,Designer,New York,142440
Jimmy Bernhard,22,Engineer,Los Angeles,104999
Delbert Ullrich IV,54,Teacher,New York,84188
Alyce Cormier,46,Designer,Los Angeles,99283
Latrisha O'Kon,36,Engineer,New York,62134
Barney Mills,27,Engineer,Chicago,61567
Abel Schuppe,50,Manager,Chicago,120639
Dennis Roberts,32,Teacher,Chicago,105701
Nisha Hirthe DC,31,Engineer,New York,109723
Carmelo Balistreri,40,Engineer,New York,140499
Misti Ward,30,Teacher,San Francisco,135638
Necole Wuckert,43,Teacher,San Francisco,80669
Saran Schuster,54,Engineer,Los Angeles,82148
Jackson Waters,20,Designer,New York,129117
Sid Bartell II,53,Designer,Los Angeles,54336
Marcelino West,51,Designer,Los Angeles,94073
Maud Romaguera,57,Teacher,New York,119626
Gov. Pearlene Ondricka,58,Designer,Chicago,78207
Franklin Pacocha Esq.,32,Manager,Los Angeles,118034
Freddy Reichert,27,Engineer,New York,111581
Fr. Lynwood Lindgren,45,Designer,Los Angeles,50676
Shella Gutkowski,35,Designer,Chicago,109566
Rev. Jude Cummerata,58,Manager,Los Angeles,71072
Man Mayer,52,Engineer,New York,142684
Gregoria Bode,31,Manager,San Francisco,80325
Mrs. Ahmad Cummerata,27,Teacher,Los Angeles,134645
Regenia Kulas,48,Engineer,San Francisco,75698
Thurman Beier,40,Teacher,Los Angeles,143697
Armando Prohaska,56,Engineer,Los Angeles,142771
Arcelia Gusikowski JD,26,Teacher,Los Angeles,80149
Lucius Jacobson LLD,59,Manager,San Francisco,127788
Mr. Son Gutkowski,30,Teacher,San Francisco,132530
Roderick Krajcik,28,Designer,New York,84360
Evia Abernathy,48,Engineer,Chicago,128053
Sen. Sean Hane,34,Manager,Chicago,126430
Lawerence Kshlerin,60,Manager,Los Angeles,127378
Otha Kling,36,Manager,San Francisco,88027
Ismael Christiansen,26,Manager,Chicago,87886
Norah Herzog,53,Manager,San Francisco,93707
Lauren Zboncak,29,Designer,Los Angeles,67895
Erinn Runolfsdottir,41,Manager,New York,131295
Rev. Ike Ernser,30,Designer,New York,145509
Nicolas Quigley,59,Teacher,Los Angeles,129762
Krysta Hammes II,36,Engineer,Los Angeles,101241
Augustus Cruickshank,53,Teacher,San Francisco,82092
Vaughn Schiller,38,Engineer,Chicago,75080
Sandie Nicolas,27,Designer,Chicago,107609
Rep. Vi Mueller,22,Engineer,Los Angeles,61961
Quinn Hane Ret.,35,Teacher,San Francisco,68065
Iola Torphy,56,Manager,San Francisco,93648
Clementine Aufderhar,56,Teacher,San Francisco,106257
Mr. Shane Lueilwitz,52,Engineer,Chicago,86530
Sergio Fahey,36,Designer,New York,94325
Amb. September Lehner,40,Teacher,Los Angeles,73092
Dolores Beahan CPA,25,Manager,Chicago,82591
Clayton Doyle IV,34,Teacher,Los Angeles,148069
Bridget Considine,34,Designer,San Francisco,76008
Mr. Sherise Leffler,41,Teacher,Los Angeles,123526
Terrell Kreiger,23,Teacher,Los Angeles,59110
Riley King,50,Engineer,Los Angeles,140137
Bo Torp,35,Teacher,San Francisco,117971
Allyn Satterfield,50,Manager,San Francisco,149659
Korey Legros,39,Manager,Chicago,65430
Mercedes Bruen,57,Engineer,New York,117798
Shawana Sporer,47,Engineer,San Francisco,81645
Darell Zemlak II,23,Manager,Chicago,127790
Domingo White,21,Engineer,San Francisco,137457
Dante Gibson VM,37,Manager,Chicago,144903
Mrs. Jc Homenick,29,Teacher,New York,113628
Walter Streich,27,Engineer,New York,66272
Joeann Hoppe,28,Manager,Chicago,102824
Diedre Abernathy,32,Manager,San Francisco,93509
Miss Santo Funk,60,Designer,New York,96026
Lida Hessel,30,Manager,Los Angeles,107801
Donte Wuckert Esq.,24,Designer,Los Angeles,110544
Charla Kihn,43,Designer,New York,146628
Walter Boyle DC,35,Engineer,New York,121051
Norris Fritsch,47,Teacher,San Francisco,67512
Edward Pagac,52,Designer,New York,109796
Trent Torphy,22,Manager,San Francisco,138284
Manual Bayer,30,Teacher,San Francisco,76654
Pres. Tameka Block,20,Engineer,Chicago,136949
Conrad Ferry,26,Designer,New York,98955
Zulema Kling,44,Designer,New York,133493
Vennie Dibbert,42,Engineer,New York,125872
Pamala D'Amore Ret.,56,Engineer,New York,61336
Mary Brakus,31,Engineer,Los Angeles,75771
Lakendra Treutel,25,Engineer,Los Angeles,87866
Scottie Davis DVM,41,Teacher,New York,63326
Birdie Powlowski,41,Designer,Los Angeles,81791
Titus Bosco,20,Engineer,Los Angeles,81240
Jone Bahringer,32,Manager,New York,112635
Pearlene Altenwerth,22,Designer,Chicago,71667
Alva Metz LLD,27,Engineer,New York,123390
Fr. Constance Huel,52,Manager,Chicago,72636
Joi Paucek,56,Teacher,New York,146373
Arlie Luettgen DVM,50,Designer,Los Angeles,149847
Roy McGlynn,29,Teacher,Los Angeles,53643
Miss Jere Conroy,35,Teacher,San Francisco,67697
Hoyt Wiegand,53,Teacher,San Francisco,141907
Dorathy Parisian,29,Engineer,New York,137859
Tabatha Gottlieb,50,Teacher,New York,112628
Ursula Aufderhar,58,Designer,Chicago,108570
Elene Emmerich,52,Engineer,Los Angeles,103308
Dana VonRueden DVM,45,Designer,New York,58284
Marcel Yundt,25,Engineer,Chicago,61311
Trent Beahan,22,Engineer,New York,86647
Gov. Majorie McClure,50,Manager,Chicago,118938
Wayne VonRueden,43,Designer,Los Angeles,54050
Patrica Luettgen,24,Engineer,San Francisco,125543
Gregory Raynor DVM,60,Engineer,New York,120055
Larry Ruecker,45,Designer,Los Angeles,58310
Maye Yundt,28,Engineer,San Francisco,91827
Lonny Hane,60,Teacher,Los Angeles,120674
Donald Hintz,53,Designer,San Francisco,146369
Alvin Herzog,48,Manager,San Francisco,145671
Talisha Padberg,26,Engineer,Chicago,90367
Sherwood Schimmel,57,Engineer,Chicago,96204
Gregory Brown,51,Teacher,New York,102581
Julio Kautzer DO,31,Teacher,Chicago,61096
Mable Franecki,46,Designer,Chicago,80856
Errol Ledner,57,Teacher,Los Angeles,97149
Mr. George Littel,24,Designer,New York,64627
Thaddeus Koepp,34,Manager,Chicago,144436
Rep. Ammie Dach,33,Manager,New York,148773
Derick Ferry,44,Engineer,New York,88012
Amos Bogisich,42,Teacher,Los Angeles,64290
Zachariah Shields,25,Teacher,San Francisco,92585
Hue West,30,Teacher,New York,94324
Fr. Janet Douglas,58,Designer,Los Angeles,63446
Dr. Quyen McDermott,30,Engineer,San Francisco,148604
Ramon Jaskolski,30,Engineer,New York,140459
Mr. Jude Ritchie,52,Designer,Chicago,129129
Clarissa Schmidt,31,Engineer,New York,77708
Brooks Turcotte,49,Manager,Chicago,86621
Miss Kirk Thiel,51,Manager,Los Angeles,85127
Miss Deonna Kessler,25,Engineer,Los Angeles,91741
Suzette Flatley,25,Teacher,Los Angeles,124070
Talia Lakin,23,Manager,San Francisco,132064
Sydney Gulgowski VM,40,Manager,San Francisco,109997
Shayla Casper Jr.,40,Teacher,New York,119375
Shantell Brakus,32,Engineer,Chicago,81759
Jonnie Leuschke III,50,Designer,New York,101536
Hilario Wehner,50,Teacher,New York,134051
Essie Wisozk,57,Designer,New York,76747
Veda Baumbach,53,Designer,San Francisco,62795
Danilo Goodwin DDS,24,Manager,New York,96736
Tiera Smitham,52,Engineer,Chicago,141550
Shandra Glover,50,Engineer,Los Angeles,86792
Agustin Stehr,56,Designer,Chicago,64724
Lili Zulauf,34,Teacher,New York,65719
Mari Mitchell II,53,Manager,San Francisco,50993
Patricia Goodwin,22,Teacher,New York,72153
Karyn Kemmer Sr.,42,Manager,San Francisco,114229
Fr. Tom Mante,23,Teacher,San Francisco,83980
Loraine Zulauf,37,Teacher,New York,135651
Sen. Cleora Bashirian,27,Teacher,Los Angeles,74244
Nannette Jacobson,49,Engineer,Chicago,96810
Sen. Janessa Kutch,32,Designer,Chicago,148420
Patrice Orn LLD,45,Manager,San Francisco,135506
Gov. Kurt Harber,26,Manager,San Francisco,102821
Chantell Reynolds,58,Teacher,San Francisco,86621
Margorie Jones,32,Designer,Chicago,143048
Ronald Haley DC,35,Engineer,New York,123117
Nolan Monahan,38,Teacher,San Francisco,141864
Ben Cummings,50,Teacher,New York,82451
Hwa Rau,43,Designer,Los Angeles,148833
Devon Reinger,54,Manager,Los Angeles,89180
Venus Rosenbaum,21,Manager,New York,130939
Judith Homenick,26,Manager,San Francisco,103795
Lewis Runolfsson,22,Manager,Los Angeles,75279
Sen. Brittaney Legros,36,Designer,Chicago,76444
Jess Parisian,54,Engineer,New York,70209
Mr. Ellsworth Greenfelder,50,Engineer,New York,86777
Tiera Gulgowski Ret.,43,Manager,New York,70255
Delma Kshlerin,42,Engineer,Los Angeles,52027
Msgr. Carmen Hammes,40,Engineer,San Francisco,63112
Bernard Leannon DDS,46,Designer,New York,148048
Dani Zieme,23,Teacher,Los Angeles,114594
Pres. Ronny Stark,38,Teacher,Chicago,67172
Prof. Guillermo Murazik,58,Designer,Los Angeles,107000
Bill Homenick,25,Manager,Chicago,94238
Sen. Cleo Oberbrunner,24,Manager,Chicago,107606
Dewitt Altenwerth,21,Manager,Chicago,100496
Mrs. Gilbert Corkery,50,Teacher,San Francisco,80512
Haywood Vandervort,26,Designer,New York,91293
Prof. Santiago Thompson,56,Designer,Chicago,71991
Dylan Gorczany,53,Teacher,New York,80950
Elfriede Mayert II,53,Manager,Chicago,129351
Kiesha Turcotte,27,Manager,New York,114898
Raphael Baumbach,39,Designer,Los Angeles,91322
Kevin Turcotte,27,Manager,Chicago,120865
Brandon Deckow DO,24,Engineer,New York,143206
Mrs. Toney Cassin,50,Manager,San Francisco,67449
Ms. Vonnie Schinner,39,Manager,Chicago,90948
Clair Welch,22,Engineer,Chicago,51833
The Hon. Jamel Mayer,26,Designer,Chicago,114557
Mr. Meaghan Botsford,38,Teacher,New York,58472
Joycelyn Romaguera,24,Teacher,San Francisco,96102
Lemuel Mayer IV,45,Designer,New York,114822
Shelton Leffler,42,Designer,New York,129571
Shayne Abbott,46,Teacher,Chicago,137023
Karena Hills,22,Designer,Chicago,113990
Kristofer Price,22,Manager,Chicago,89270
Rosendo Haag,51,Designer,Los Angeles,148403
Miss Shyla White,33,Manager,Los Angeles,108414
Amb. Lisette Kovacek,50,Engineer,Los Angeles,119439
Pres. Berry Pacocha,60,Teacher,Los Angeles,117219
Marlin Hammes,50,Teacher,San Francisco,109233
Shawnna Johnston,30,Engineer,Chicago,113475
Darron Lindgren,58,Teacher,San Francisco,114100
Lloyd Kilback,58,Manager,Chicago,104157
Pres. Dahlia Ziemann,44,Manager,New York,130135
Melida Kemmer,58,Manager,Chicago,88464
Darrick Stroman,45,Teacher,New York,148500
Gale Koss DO,46,Manager,Los Angeles,56257
Kim Johns,30,Designer,Los Angeles,133580
Salome Schoen,56,Engineer,San Francisco,126429
Maria Stracke,21,Designer,Los Angeles,129611
Melynda Walsh,27,Teacher,Los Angeles,117447
Keven Jones,37,Engineer,San Francisco,146516
Genevive Schmeler CPA,54,Designer,Los Angeles,78418
The Hon. Gale VonRueden,60,Designer,Los Angeles,76412
Rev. Alvaro Cummings,24,Engineer,New York,86269
Miyoko Maggio DDS,51,Manager,New York,60986
Elana Shanahan,35,Designer,San Francisco,59990
Paris Kihn I,42,Designer,New York,62587
Mitsuko Dickinson,36,Designer,New York,95100
Tiffani Hagenes,47,Teacher,Los Angeles,126990
Rep. Branden Towne,59,Manager,New York,115377
Mohammed Runte,46,Manager,Los Angeles,129670
Buck Upton Sr.,50,Designer,Los Angeles,112216
Sabine Williamson,58,Engineer,Los Angeles,82740
Rodrigo Zieme I,31,Manager,San Francisco,126483
Darwin Berge,29,Designer,New York,136749
Gayle Kohler DVM,58,Engineer,Chicago,60234
Chadwick Greenholt,47,Teacher,Chicago,96802
Nicola McCullough,43,Teacher,Los Angeles,91385
Dr. Randa Harris,37,Teacher,Chicago,77789
Osvaldo Daniel,41,Teacher,New York,138572
Santiago Beer,31,Manager,San Francisco,51285
Mrs. Jackie Champlin,36,Manager,Los Angeles,144652
Humberto Ward,23,Teacher,Los Angeles,52405
Byron Heathcote,37,Engineer,San Francisco,122245
Vera Kerluke,38,Teacher,San Francisco,109594
Lenard Rolfson,38,Designer,San Francisco,148529
Willia Konopelski,35,Designer,Los Angeles,123815
Terisa Johns V,59,Teacher,Chicago,92896
Michaela Boyer,46,Teacher,San Francisco,124453
Truman O'Hara,59,Designer,Chicago,81861
Rep. Kathe Funk,45,Manager,Chicago,95323
Prof. Emile Douglas,43,Designer,Chicago,109404
Stanford Osinski Jr.,51,Teacher,San Francisco,58585
Claude Rogahn,53,Engineer,San Francisco,52193
Lilla Kreiger,23,Teacher,San Francisco,124712
Eric Leuschke DDS,31,Engineer,San Francisco,121367
Nery Quigley,45,Engineer,Los Angeles,100111
Gov. Raymond Lynch,47,Teacher,San Francisco,142454
Ms. Neal Koss,28,Teacher,Chicago,74767
Scottie Fisher,42,Manager,Los Angeles,98682
Fred Moen,31,Teacher,San Francisco,148674
Alexander Cormier,36,Engineer,Chicago,78589
Madeline Brekke Jr.,44,Engineer,Chicago,69696
Alan Tremblay,29,Designer,Los Angeles,100103
Dallas Zboncak DVM,54,Engineer,New York,126560
Rich Harvey,28,Teacher,New York,93984
Tabatha Baumbach,51,Engineer,San Francisco,63634
Kasha Schimmel,53,Designer,Chicago,82847
Bernie Hansen,53,Engineer,New York,139015
Jesse Batz,42,Manager,San Francisco,60181
Clay Grimes,28,Teacher,New York,55994
Ling Hilll PhD,58,Designer,Chicago,65751
Mrs. Herschel Senger,41,Teacher,Los Angeles,114351
Lolita Keebler,22,Designer,Los Angeles,123072
